schoolCode, schoolName, departmentCode, departmentName, departmentAbbreviation, departmentType, genderRequirement, practicalExam, notifyOrAnnounceExam, documentSubmissionDeadline, examStartDate, examEndDate, examDate1, examDate2, examDate3, announcementDate, reviewDate, chineseTest, englishTest, mathATest, mathBTest, socialTest, scienceTest, englishListeningTest, chineseMultiplier, englishMultiplier, mathAMultiplier, mathBMultiplier, socialMultiplier, scienceMultiplier, customSubjectCombination, customSubjectCombinationMultiplier, sameLevelScoreExcessSelectionOrder1, sameLevelScoreExcessSelectionOrder2, sameLevelScoreExcessSelectionOrder3, sameLevelScoreExcessSelectionOrder4, programmingConceptTest, programmingConceptTestMultiplier, programmingPracticalTest, programmingPracticalTestMultiplier, chineseScoreCalculation, englishScoreCalculation, mathAScoreCalculation, mathBScoreCalculation, socialScoreCalculation, scienceScoreCalculation, selectionScoreRatio, designatedItem1, designatedItem2, designatedItem3, designatedItem4, designatedItem5, designatedItem6, designatedItem1Test, designatedItem2Test, designatedItem3Test, designatedItem4Test, designatedItem5Test, designatedItem6Test, designatedItem1ScoreRatio, designatedItem2ScoreRatio, designatedItem3ScoreRatio, designatedItem4ScoreRatio, designatedItem5ScoreRatio, designatedItem6ScoreRatio, tieBreakerOrder1, tieBreakerOrder2, tieBreakerOrder3, tieBreakerOrder4, examFee, document1, document2, document3, document4, document5, document6, documentDescription, designatedItemDescription, remarks, enrollmentQuota, maleEnrollmentQuota, femaleEnrollmentQuota, indigenousAdditionalQuota, outlyingIslandAdditionalQuota, outlyingIslandAdditionalQuotaDescription, visionProgramAdditionalQuota, expectedExamCount, practicalExamItem1Test, practicalExamItem2Test, practicalExamItem3Test, practicalExamItem4Test, practicalExamItem5Test, practicalExamItem1Multiplier, practicalExamItem2Multiplier, practicalExamItem3Multiplier, practicalExamItem4Multiplier, practicalExamItem5Multiplier, practicalExamItem1ScoreCalculation, practicalExamItem2ScoreCalculation, practicalExamItem3ScoreCalculation, practicalExamItem4ScoreCalculation, practicalExamItem5ScoreCalculation, practicalExamScoreRatio, testResult
026,中山醫學大學,026032,物理治療學系,物治系,一般,--,--,2025/3/28,2025/5/7,2025/5/24,2025/5/25,,,,2025/5/28,2025/5/30,--,後標,--,--,--,後標,--,3,3,0,0,0,3,--,0,學測國文、英文、自然之級分總和,學測國文級分,學測英文級分,學測自然級分,,,,,1.5,1,0,0,0,1.25,10,審查資料,面試,,,,,0,0,0,0,0,0,45,45,0,0,0,0,面試,學測英文級分,學測自然級分,審查資料,1100,修課紀錄(A),課程學習成果(B),多元表現(F、N),學習歷程自述(O、P、Q),,,可參閱本校招生網頁公告「大學申請入學學系書審資料準備指引」。,"面試評分標準：表達能力與思考能力、人格特質與價值觀及科系興趣。
※本系提供優先錄取名額至多1名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、提供多元專業次領域之學習，生師比佳，提供海外見(實)習機會，培養宏觀國際視野。
二、未來也可考物理治療師執照，擔任醫院或早期療育/特教系統、長期照護機構、社福機構、運動傷害防護領域之物理治療師、或開辦物理治療所、輔具器材研發等。
三、本系服務電話：04-36098782。",14,0,0,2,1,1名限屏東縣,0,42,,,,,,,,,,,,,,,,,國+英+自=39、有
026,中山醫學大學,026042,職能治療學系,職治系,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,--,均標,底標,後標,--,均標,--,10,3,0,0,0,0,--,0,學測國文、英文、自然之級分總和,學測英文級分,學測自然級分,學測國文級分,,,,,1,1.5,0,0,0,1,30,審查資料,面試,,,,,0,0,0,0,0,0,35,35,0,0,0,0,學測英文級分,學測自然級分,學測國文級分,面試,1100,修課紀錄(A),課程學習成果(D),多元表現(F、I、L、M、N),學習歷程自述(O、P、Q),,,可參閱本校招生網頁公告「大學申請入學學系書審資料準備指引」。,"面試評分標準:
一、服裝儀容及應對能力10%。二、溝通表達能力20%。三、反應思辯能力30%。四、專業知識與特質40%。
※本系提供第二階段優先錄取名額2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、招收對象宜具備對人類行為有興趣、喜歡與人溝通及樂於服務人群之特質。 
二、職治系網址https://ot.csmu.edu.tw
三、職治系服務電話：04-36098740",18,0,0,2,0,,0,54,,,,,,,,,,,,,,,,,國=12、英=13、有
026,中山醫學大學,026052,語言治療與聽力學系語言治療組,語聽系語言,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,--,--,--,--,--,後標,--,3,3,3,0,0,3,--,0,學測國文、英文、數學A、自然之級分總和,學測英文級分,學測自然級分,,,,,,1,1.5,1,0,0,1,30,審查資料,面試,,,,,0,0,0,0,0,0,35,35,0,0,0,0,面試,學測英文級分,學測國文級分,學測自然級分,1100,修課紀錄(A),課程學習成果(D),多元表現(F、I、N),學習歷程自述(O、P、Q),,,審查重點和準備指引請至本校招生網頁查詢。,"面試：評量學生的溝通表達能力及本系相關知識等。
評分比重：一、思考表達能力40%。二、人格特質與價值觀30%。三、科系興趣30%。
※本系提供第二階段優先錄取名額2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本系是以提升聽語障礙者之聽覺與溝通能力及生活品質為目的之醫療保健專業，招收對象宜具備下列人格特質：喜歡與人互動、獨立成熟    且耐壓性高、具服務身心障礙人士之熱誠。
二、語聽系服務電話：04-36098745、04-36098746。",25,0,0,1,0,,0,75,,,,,,,,,,,,,,,,,國+英+數A+自=47、有
026,中山醫學大學,026062,語言治療與聽力學系聽力組,語聽系聽力,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,--,--,--,--,--,後標,--,3,3,3,0,0,3,--,0,學測國文、英文、數學A、自然之級分總和,學測英文級分,學測自然級分,學測數學A級分,,,,,1,1.5,1,0,0,1.5,30,審查資料,面試,,,,,0,0,0,0,0,0,35,35,0,0,0,0,面試,學測英文級分,學測自然級分,學測國文級分,1100,修課紀錄(A),課程學習成果(D),多元表現(F、N),學習歷程自述(O、P、Q),,,審查重點和準備指引請至本校招生網頁查詢。,"面試：評量學生的溝通表達能力及本系相關知識等。
評分比重：一、思考表達能力40%。二、人格特質與價值觀30%。三、科系興趣30%。
※本系提供第二階段優先錄取名額2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本系是以提升聽語障礙者之聽覺與溝通能力及生活品質為目的之醫療保健專業，招收對象宜具備下列人格特質：喜歡與人互動、獨立成熟    且耐壓性高、具服務身心障礙人士之熱誠。
二、語聽系服務電話：04-36098745、04-36098746",25,0,0,1,0,,0,75,,,,,,,,,,,,,,,,,國+英+數A+自=43、有
026,中山醫學大學,026072,生物醫學科學學系,生醫系,一般,--,--,2025/3/28,2025/5/7,2025/5/24,2025/5/25,,,,2025/5/28,2025/5/30,--,--,後標,--,--,後標,--,0,0,0,0,0,3,國英,10,學測國文、英文、數學A、自然之級分總和,學測自然級分,學測英文級分,學測數學A級分,,,,,1,1.5,0,0,0,2,20,審查資料,面試,,,,,0,0,0,0,0,0,40,40,0,0,0,0,面試,學測自然級分,學測英文級分,審查資料,1100,修課紀錄(A),課程學習成果(B、D),多元表現(F、G、K、N),學習歷程自述(O、P、Q),其他有利審查資料,,"(1)簡敘個人興趣、特質養成與求學成長學習歷程中自我省察及反思。 
(2)規劃明確近程目標，並說明未來職涯方向。","面試評分標準：
一、專業知識(含語文能力)佔40%。二、溝通表達能力佔30%。
三、邏輯思考及應變能力佔30%。
※本系提供優先錄取名額2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","1.本系課程設計包含精準醫學、人工智慧、生物及醫療科技產業，這些課程涵蓋在政府「六大核心戰略產業」的重點產業之內；本系課程兼具    學理與實作，並結合業界實習機會，提供有志相關工作者紮實訓練；本系並設有五年一貫學碩士學程及國外研修機會；課程學習須具備基本構    想視覺顏色辨識能力，並須具備維護自身安全能力。
2.生醫系服務電話：(04)36098398
3.網址：https://biomedical.csmu.edu.tw/index.php?Lang=zh-tw",34,0,0,4,0,,0,102,,,,,,,,,,,,,,,,,國+英=10、自=11、有
026,中山醫學大學,026082,視光學系,視光系,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,後標,後標,--,--,--,--,--,6,3,0,0,0,0,--,0,學測國文、英文之級分總和,學測英文級分,學測國文級分,,,,,,1,1,0,0,0,0,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,面試,學測英文級分,學測國文級分,審查資料,1100,修課紀錄(A),課程學習成果(B),多元表現(F、N),學習歷程自述(O、P、Q),,,自主學習計劃與執行成果之學習心得與反思。歷程自述中說明自我人格特質、內在思維與成長經歷、對於視光學系的想法與理解以及就讀動機、大學學習計畫與未來生涯規劃。,"面試評分比重:
一、表達能力與邏輯能力30%。二、人格特質與發展潛力30%。三、本系相關知識與科系興趣40%。
※本系提供第二階段優先錄取名額1名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本系為國內首創建制於醫學大學之視光學系，在醫學大學體制下，擁有全國最完整的基礎與臨床師資，同時有附設醫院眼科醫師、藥師、    以及校內生醫相關的教授支援，培育學生成為全方位視機能檢測及視覺科學研究的專業菁英。畢業生通過國家考試成為合格驗光師，可進入隱    形眼鏡、鏡片、與生技等國際大廠就業。
二、課程含實驗操作，因考量結果判斷之重要性，學生須具備自身安全的維護、獨立操作及整合思考的能力。   三、視光學系服務電話：04-36097350 四、視光學系網址：https://optometry.csmu.edu.tw",32,0,0,1,0,,0,96,,,,,,,,,,,,,,,,,國=12、英=10、有
026,中山醫學大學,026092,醫學影像暨放射科學系,醫影系,一般,--,--,2025/3/28,2025/5/7,2025/5/24,2025/5/25,,,,2025/5/28,2025/5/30,--,--,後標,後標,--,後標,--,0,5,0,0,0,3,--,0,學測國文、英文、自然之級分總和,學測自然級分,學測英文級分,,,,,,1,1.25,0,0,0,1.5,10,審查資料,面試,,,,,0,0,0,0,0,0,45,45,0,0,0,0,面試,審查資料,學測自然級分,學測英文級分,1100,修課紀錄(A),課程學習成果(B),多元表現(F、I、J、M、N),學習歷程自述(O、P),其他有利審查資料,,請參閱本校招生網頁公告「申請入學審查資料準備指引」。,"面試評分標準：
一、基本學識能力50%。二、應對表達能力40%。 三、醫學影像基本常識10%
※本系提供優先錄取名額1名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本系以臨床醫學影像技術及影像處理並重，培育實務與理論合一的專業人才；畢業生通過國家考試後可擔任醫事放射師。因臨床實習等必    修課程需要操作醫學影像儀器、辨別影像與病人溝通；因此，學生需具有相當之視覺、聽覺、口語表達、體能、溝通協調、情緒控管及抗壓能    力，建議申請就讀本系時審慎考慮。
二、醫影系服務電話04-36098790。",38,0,0,2,0,,0,114,,,,,,,,,,,,,,,,,英+數A=15、自=11、有
026,中山醫學大學,026102,心理學系,心理系,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,--,後標,--,--,--,--,--,0,0,0,0,0,0,國英,3,學測國文、英文、數學A之級分總和,學測英文級分,學測數學A級分,學測國文級分,,,,,1.5,2,1,0,0,0,20,審查資料,面試,,,,,0,0,0,0,0,0,40,40,0,0,0,0,面試,學測英文級分,學測數學A級分,學測國文級分,1100,修課紀錄(A),課程學習成果(B),多元表現(F、M、N),學習歷程自述(O、P、Q),,,學習歷程自述含(1)簡述自我人格特質或興趣與心理學系的相關性(2)簡述對人文素養及科學素養的想法與理解及相關之學習動機與熱忱(3)陳述自我學習歷程與未來學習方向及目標(4)說明對職涯方向想法(5)簡敘申請動機。,"面試：評量學生的思辨能力與溝通反應能力。
★本系提供優先錄取名額至多2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本系有豐富醫療及實驗資源且師資陣容堅強，以「使學生具有臨床諮商心理學與認知神經科學之知識」為目標，培育心理學研究及應用人才。畢業出路包括臨床心理師、諮商心理師、心理測驗員、心理輔導員、人力資源管理人員、觀護人、身心障礙者服務人員、社福機構工作者、市調分析員、研究人員等。
二、心理學系電話：04-36098747。",24,0,0,3,0,,0,72,,,,,,,,,,,,,,,,,英=9、國=13、有
026,中山醫學大學,026112,營養學系(A組),營養系A組,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,--,--,--,--,--,後標,--,0,3,0,0,0,3,--,0,學測英文、自然之級分總和,學測自然級分,學測英文級分,,,,,,0,2,0,0,0,2,10,審查資料,面試,,,,,0,0,0,0,0,0,40,50,0,0,0,0,面試,審查資料,學測自然級分,學測英文級分,1100,修課紀錄(A),課程學習成果(B),多元表現(F、I、J、N),學習歷程自述(O、P、Q),,,"一、學習歷程自述：說明自我未來方向與營養發展的關聯。
二、多元表現：自主學習或參加課外活動或社會服務等事項之一探索與反思。","一、面試在評量學生的語言表達能力、反應思辯能力以及本系相關知識等。
二、面試評分比重：思考方式40%、邏輯推理能力30%、語言表達能力30%。
※本系提供優先錄取名額1名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本系旨在培育對臨床營養及食品科學有興趣之學生；依規定修習考選部規定之課程，畢業後具有報考專技高考營養師、食品技師資格；本系課程學習須具備視覺辨色、人際互動溝通協調、控管自身情緒等能力；課程含實驗操作，基於實驗結果判斷之需要與考量潛在的危險性，學生須具備獨立操作能力及個人安全維護能力。
二、營養系電話：04-36098368、04-36098386。",18,0,0,1,1,1名限金門縣,0,54,,,,,,,,,,,,,,,,,英+自=21、有
026,中山醫學大學,026122,營養學系(B組),營養系B組,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,底標,--,--,--,--,--,--,3,3,0,0,3,0,--,0,學測國文、英文、社會之級分總和,學測國文級分,學測英文級分,學測社會級分,,,,,2,2,0,0,1,0,10,審查資料,面試,,,,,0,0,0,0,0,0,40,50,0,0,0,0,面試,審查資料,學測國文級分,學測英文級分,1100,修課紀錄(A),課程學習成果(B),多元表現(F、I、J、N),學習歷程自述(O、P、Q),,,"一、學習歷程自述：說明自我未來方向與營養發展的關聯。 
二、多元表現：自主學習或參加課外活動或社會服務等事項之一探索與反思。","一、面試在評量學生的語言表達能力、反應思辯能力以及本系相關知識等。 
二、面試評分比重：思考方式40%、邏輯推理能力30%、語言表達能力30%。
※本系提供優先錄取名額1名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本系旨在培育對臨床營養及食品科學有興趣之學生；依規定修習考選部規定之課程，畢業後具有報考專技高考營養師、食品技師資格；本系課程學習須具備視覺辨色、人際互動溝通協調、控管自身情緒等能力；課程含實驗操作，基於實驗結果判斷之需要與考量潛在的危險性，學生須具備獨立操作能力及個人安全維護能力。
二、營養系電話：04-36098368、04-36098386。",16,0,0,1,0,,0,48,,,,,,,,,,,,,,,,,國+英+社=34、有
026,中山醫學大學,026132,職業安全衛生學系,職安系,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,底標,底標,--,--,--,底標,--,0,0,0,0,0,0,國英自,3,學測國文、英文、自然之級分總和,學測自然級分,學測英文級分,,,,,,1.5,1.5,0,0,0,1.5,20,審查資料,面試,,,,,0,0,0,0,0,0,40,40,0,0,0,0,學測自然級分,審查資料,面試,學測英文級分,1100,修課紀錄(A),課程學習成果(B),多元表現(F、H、K、M、N),學習歷程自述(O、P、Q),,,可參閱本校招生組網頁公告「大學申請入學學系書審資料準備指引」。,"面試主要在評量學生的語言表達能力、臨場反應、思辯能力以及對職場安全衛生相關知識之概念。
評分比重：自我介紹(含申請本系動機)佔30%、口語表達能力與組織能力佔40% 及 安全衛生基礎知識認知佔30%。
※本系提供優先錄取名額2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本學系以培育職場之職業安全衛生管理專業技術與管理人才為目標，進而達到保護勞工、確保優良的工作環境、提升產業競爭力及創造永續經營的利基為宗旨。
二、職安系服務電話：04-36098762。",30,0,0,2,0,,0,90,,,,,,,,,,,,,,,,,國+英+數A+自=21、--
026,中山醫學大學,026142,醫學應用化學系(A組),醫化系A組,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/17,,,,2025/5/28,2025/5/30,--,--,--,--,--,均標,--,0,0,0,0,0,0,國自,10,學測國文、自然之級分總和,學測自然級分,學測國文級分,,,,,,1,0,0,0,0,1.5,10,審查資料,面試,,,,,0,0,0,0,0,0,40,50,0,0,0,0,面試,學測自然級分,審查資料,,1100,修課紀錄(A),課程學習成果(B、D),多元表現(F、N),學習歷程自述(P),,,可參閱本校招生組網頁公告「大學申請入學學系書審資料準備指引」。,"面試在評量學生的語言表達能力、反應思辯能力以及化學相關知識等。 評分比重：表達能力及組織能力50%、專業潛能及校系認同50%。
歡迎具有自然相關學科競賽成果者或積極參與社團活動者。
※本系提供第二階段優先錄取名額2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本系在醫學大學內設立，目標培育學生具備基礎化學知識，期望學生將學習之化學技能應用於醫藥、生醫、藥妝與保健科技等相關領域的聯結，以因應快速變遷的產業鏈。實驗操作技能亦為本系培育之重點，學生均須紮實地學習實驗原理與操作技能，化學實驗具一定的危險性，學習者須能立即移動身軀遠離危險。
二、本系網頁及服務電話：https://chemistry.csmu.edu.tw；04-36098763。",5,0,0,2,0,,0,50,,,,,,,,,,,,,,,,,無資料
026,中山醫學大學,026152,醫學應用化學系(B組),醫化系B組,一般,--,--,2025/3/28,2025/5/7,2025/5/18,2025/5/18,,,,2025/5/28,2025/5/30,--,--,--,--,--,均標,--,0,0,0,0,0,0,國數A自,3,學測國文、數學A、自然之級分總和,學測自然級分,學測數學A級分,,,,,,1,0,1,0,0,1.5,10,審查資料,面試,,,,,0,0,0,0,0,0,40,50,0,0,0,0,面試,學測自然級分,學測數學A級分,審查資料,1100,修課紀錄(A),課程學習成果(B、D),多元表現(F、N),學習歷程自述(P),,,可參閱本校招生組網頁公告「大學申請入學學系書審資料準備指引」。,"面試在評量學生的語言表達能力、反應思辯能力以及化學相關知識等。 評分比重：表達能力及組織能力50%、專業潛能及校系認同50%。
歡迎具有自然相關學科競賽成果者或積極參與社團活動者。
※本系提供第二階段優先錄取名額2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本系在醫學大學內設立，目標培育學生具備基礎化學知識，期望學生將學習之化學技能應用於醫藥、生醫、藥妝與保健科技等相關領域的聯結，以因應快速變遷的產業鏈。實驗操作技能亦為本系培育之重點，學生均須紮實地學習實驗原理與操作技能，化學實驗具一定的危險性，學習者須能立即移動身軀遠離危險。
二、本系網頁及服務電話：https://chemistry.csmu.edu.tw；04-36098763。",17,0,0,1,0,,0,51,,,,,,,,,,,,,,,,,國+數A+自=33、有
026,中山醫學大學,026162,健康產業科技管理學系,健產系,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,--,底標,--,--,--,--,--,3,0,0,0,0,0,--,0,學測國文、英文、自然之級分總和,學測自然級分,學測國文級分,學測英文級分,,,,,1,1,0,0,0,1,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,學測自然級分,學測國文級分,學測英文級分,面試,1100,修課紀錄(A),課程學習成果(B),多元表現(F、N),學習歷程自述(O),其他有利審查資料,,可參閱本校招生組網頁公告「大學申請入學學系書審資料準備指引」。,"面試評分標準：1.服裝儀容10%。 2.表達能力30%。 3.組織能力30%。 4.應變能力30%。
※本系提供優先錄取名額2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、本系前瞻健康產業為未來發展趨勢，特整合食品科技、保健醫學及經營管理跨領域學習，為未來健康產業培育優秀研發及管理人才。
二、學系聯絡電話：04-36098761。",31,0,0,2,0,,0,93,,,,,,,,,,,,,,,,,數A=7、有
026,中山醫學大學,026172,護理學系,護理系,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,--,--,--,--,--,底標,--,0,0,0,0,0,0,國英自,3,學測國文、英文、數學A、自然之級分總和,學測自然級分,學測英文級分,學測國文級分,,,,,1,1,1,0,0,1,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,面試,學測自然級分,學測英文級分,學測國文級分,1100,修課紀錄(A),課程學習成果(B),多元表現(F、I、L、N),學習歷程自述(O、P、Q),,,可參閱本校招生網頁公告「大學申請入學學系書審資料準備指引」。,"面試評分標準：人格特質與動機(40%)及邏輯思考與表達能力(60%)。
※本系提供優先錄取名額至多2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。",課程特色以「病人為師」之人本精神，學生「學習需求」為中心，結合問題導向學習法(PBL)、客觀結構式臨床技能測驗(OSCE)、護理模擬教育、跨領域設計思考、沉浸式體驗與線上數位學習法。本系規劃多元跨領域微學程，培育學生多元能力與素養。學生畢業後可順利通過護理師    國家考試。本校並有公衛系資源，學生可自主修畢公共衛生18學分以上，畢業後得報考公共衛生師考試。為提升學生國際移動力與培養人文素    養，本系重視國際交流，與國際姊妹校有交換學生研習。服務電話：04-36098783；網址：https://con.csmu.edu.tw,57,0,0,2,0,,0,171,,,,,,,,,,,,,,,,,國+英+自=29、有
026,中山醫學大學,026182,醫學檢驗暨生物技術學系,醫技系,一般,--,--,2025/3/28,2025/5/7,2025/5/24,2025/5/25,,,,2025/5/28,2025/5/30,--,均標,後標,後標,--,均標,--,0,10,0,0,0,3,--,0,學測英文、自然之級分總和,學測自然級分,學測英文級分,,,,,,0,1.5,0,0,0,1.5,20,審查資料,面試,,,,,0,0,0,0,0,0,40,40,0,0,0,0,面試,審查資料,學測自然級分,學測英文級分,1100,修課紀錄(A),課程學習成果(B),多元表現(F、N),學習歷程自述(P),,,一、課程學習成果：請檢附高中在學期間，自然科學相關之專題報告或實驗課紀錄等能展現邏輯論述的書面報告。 二、多元表現及學習歷程自述：能夠展現個人特質、興趣、團隊合作能力，以及選讀動機。,"面試評分標準：面試主要針對考生之科學知識表達能力及人文關懷來評定成績。
※本系提供第二階段優先錄取名額3名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","一、招收對醫學檢驗、生物技術或醫學研究工作有興趣者。
二、畢業可報考醫事檢驗師執照考試。
三、醫技系服務電話：04-36098266。",38,0,0,3,0,,0,114,,,,,,,,,,,,,,,,,英=8、自=11、有
026,中山醫學大學,026192,應用外國語言學系,應外系,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,--,均標,--,--,--,--,--,3,3,0,0,3,0,--,0,學測國文、英文、社會之級分總和,,,,,,,,1,2,0,0,1,0,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,學測英文級分,面試,審查資料,,1100,修課紀錄(A),課程學習成果(B),多元表現(F、G、J、L、N),學習歷程自述(O、P、Q),,,"一、審查重點和準備指引請至本校招生組網頁查詢。
二、書面報告：著重語文領域和社會領域探究報告。","面試在評量學生的語言表達能力、思考反應能力、及英文聽說能力。
※本系提供優先錄取名額至多2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。","1.培育「英、日雙語」專業人才。2.提供商務醫療模組、翻譯教學模組的職場應用課程。
3.發展第二專長，學生可於跨域微學程(如:外語商務與數位行銷微學程)、跨域學程(如: 國際會議與展覽學程、國際醫療產業管理學程…)、輔系或雙主修擇一修習，協助學生考取證照，提升就業競爭力。
4.提供學生海外學習機會，與美日大學簽訂辦理「交換學生、雙聯學位、學碩士連讀」學習計劃。
5.課程融入AR、VR科技及COIL「跨國教師合作之線上教學」等創新教學。",26,0,0,1,0,,0,78,,,,,,,,,,,,,,,,,國+英+社=29、英=9、有
026,中山醫學大學,026202,公共衛生學系(A組),公衛系A組,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,底標,--,--,--,--,--,--,0,0,0,0,0,0,國自,3,學測國文、英文、自然之級分總和,學測國文級分,學測英文級分,,,,,,1,1,0,0,0,1,20,審查資料,面試,,,,,0,0,0,0,0,0,45,35,0,0,0,0,審查資料,面試,學測自然級分,學測國文級分,1100,修課紀錄(A),課程學習成果(B),多元表現(F、G、H、M、N),學習歷程自述(O、P),,,多元表現請呈現對社會與環境議題之關心，參與社團或擔任幹部的心得與反思，展現主動性與關懷能力。 學習歷程應強調個人適合就讀本系之人格特質與就讀動機。詳細請至招生網頁準備指引查詢。,"面試主要是在評量學生的語言表達能力、臨場反應、思辯能力以及對公共衛生相關知識之概念。  面試評分比重：思考方式35%、邏輯推理能力35%、公共衛生學習動機20%、語言表達能力10%。
※本系提供第二階段優先錄取名額2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。",一、A組:【招收自然組對公共衛生領域有興趣之考生】 二、本系兼重理論與實務，具有豐富師資及研究資源，培育兼具人文與社會環境關懷的公共衛生專業人員。本系涵蓋食品安全衛生、資料科學家、環境證照與檢測認證領域，未來出路：公共衛生師，衛福部、環保署與勞動部等機關人員，醫療院所管理企劃人員，半導體科技業，生技與醫療研發，社區長照，大數據分析，精準預防醫學，健康風險評估，環境安全衛生等領域。三、服務電話：04-36098299 36098298。 四、學系網址：https://phd.csmu.edu.tw。,18,0,0,3,0,,0,54,,,,,,,,,,,,,,,,,國+自=22、有
026,中山醫學大學,026212,公共衛生學系(B組),公衛系B組,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,底標,--,--,--,--,--,--,10,0,0,0,3,0,--,0,學測國文、英文、社會之級分總和,學測社會級分,學測國文級分,學測英文級分,,,,,1,1,0,0,1,0,20,審查資料,面試,,,,,0,0,0,0,0,0,45,35,0,0,0,0,審查資料,面試,學測社會級分,學測國文級分,1100,修課紀錄(A),課程學習成果(B),多元表現(F、G、H、M、N),學習歷程自述(O、P),,,一、多元表現請呈現對社會與環境議題之關心，參與社團或擔任幹部的心得與反思，展現主動性與關懷能力。 二、學習歷程應強調個人適合就讀本系之人格特質與就讀動機。 三、詳細內容請至本校招生網頁準備書面資料指引查詢。,"面試主要是在評量學生的語言表達能力、臨場反應、思辯能力以及對公共衛生相關知識之概念。  面試評分比重：思考方式35%、邏輯推理能力35%、公共衛生學習動機20%、語言表達能力10%。
※本系提供第二階段優先錄取名額2名，對象包含低收入、中低收入戶及特殊境遇家庭身分學生。",一、本組:【招收社會組對公共衛生領域有興趣之考生】二、本系兼重理論與實務，具有豐富師資及研究資源，培育兼具人文與社會環境關懷的公共衛生專業人員。本系涵蓋食品安全衛生、資料科學家、環境證照與檢測認證領域，未來出路：公共衛生師，衛福部、環保署與勞動部等機關人員，醫療院所管理企劃人員，半導體科技業，生技與醫療研發，社區長照，大數據分析，精準預防醫學，健康風險評估，環境安全衛生等領域。三、服務電話：04-36098299、36098298。四、學系網址：https://phd.csmu.edu.tw。,18,0,0,1,0,,0,54,,,,,,,,,,,,,,,,,國+數A=15、社=12、有
